query,link,score_description,score,,In Search API?,query translated,Page title,Page title translated by Google Translate,Page views (7 days)
,/cyflyrau-iechyd-anabledd-credyd-cynhwysol/os-ydych-yn-gweithio-neu-mae-eich-cyflwr-iechyd-yn-newid,,,,no,,Os ydych yn gweithio neu mae eich cyflwr iechyd yn newid,If you work or your health condition changes,
,/cael-rhif-eori/eori-gogledd-iwerddon,,,,no,,Os ydych yn symud nwyddau i Ogledd Iwerddon neu oddi yno,If you move goods to or from Northern Ireland,
,/yswiriant-gwladol/dosbarthiadau-yswiriant-gwladol,,,,no,,Dosbarthiadau Yswiriant Gwladol,National Insurance Classes,
,/cymhorthdal-incwm/cyfraddau-cymhorthdal-incwm,,,,no,,Cyfraddau Cymhorthdal Incwm,Income Support Rates,
,/costau-tai-a-chredyd-cynhwysol/rhentu-gan-landlord-preifat,,,,no,,Rhentu gan landlord preifat,Rented by a private landlord,
,/codau-treth/codau-treth-dros-dro,,,,no,,Codau treth dros dro,Temporary tax codes,
,/nwyddau-a-anfonir-o-dramor/treth-a-thollau,,,,no,,Treth a thollau,Tax and customs,
,/rhyddhad-treth-ar-gyfer-cyflogeion/prynu-offer-arall,,,,no,,Prynu offer arall,Buy other equipment,
,/done/treth-car,,,,no,,Rhowch adborth ar Trethu eich cerbyd,Give feedback on taxing your vehicle,
,/cyflogi-staff,,,,no,,Cyflogi staff am y tro cyntaf,Employ staff for the first time,
,/cyfrifydd-parod-hunanasesiad,,,,no,,Cyllidebu ar gyfer eich bil treth Hunanasesiad os ydych yn hunangyflogedig,Budget for your Self Assessment Tax Bill if you are self -employed,
,/budd-dal-anabledd-anafiadau-diwydiannol,,,,no,,Budd-dal Anabledd Anafiadau Diwydiannol,Industrial Injuries Disability Benefit,
,/rhoi-gwybod-am-gyflwr-meddygol,,,,no,,Rhoi gwybod i DVLA am gyflwr meddygol a allai effeithio ar eich gyrru,Inform DVLA about a medical condition that may affect your driving,
,/gwybodaeth-cerbyd-fflyd-dvla,,,,no,,Cael gwybodaeth am eich cerbydau Cynllun Fflyd y DVLA,Get information about your DVLA Fleet Plan Vehicles,
,/ymateb-i-wys-rheithgor,,,,no,,Ymateb i wŷs rheithgor,Respond to jury's summons,
,/cytundeb-setliad-twe,,,,no,,Cytundebau Setliad TWE,TWE Settlement Agreements,
,/budd-dal-plant-plentyn-byw-gyda-rhywun-arall,,,,no,,"Gwneud cais am, ac ymdrin â, Budd-dal Plant ar ran rhywun arall","Apply for, and deal with, child benefit on behalf of another",
,/benthyciadau-trefnu/beth-allech-chi-ei-gael,,,,no,,Beth allech chi ei gael,What could you get,
,/talu-yswiriant-gwladol-dosbarth-1a/cyfraniadau-dosbarth-1a-ar-dystebau-chwaraeon,,,,no,,Cyfraniadau Dosbarth 1A ar dystebau chwaraeon,Class 1A contributions on sports testimonials,
,/cyflogwyr-tal-absenoldeb-mamolaeth/cyfnod-rhybudd,,,,no,,Cyfnod Rhybudd,A warning period,
,/lwfansau-cyfalaf/ceir-busnes,,,,no,,Ceir busnes,Business cars,
,/gwneud-penderfyniadau-dros-rywun/gwneud-penderfyniadau,,,,no,,Sut i wneud penderfyniadau,How to make decisions,
,/hos-hysbysiad-oddi-ar-y-ffordd-statudol/hos-hysbysiad-oddi-ar-y-ffordd-statudol,,,,no,,Trosolwg,overview,
,/treth-incwm/cyfrifo-a-oes-yn-rhaid-i-chi-dalu-treth-incwm,,,,no,,Cyfrifo a oes yn rhaid i chi dalu Treth Incwm,Calculate whether you have to pay income tax,
,/ysgariad/gwirio-a-allwch-gael-ysgariad,,,,no,,Gwirio a allwch gael ysgariad,Check if you can get a divorce,
,/sut-i-bleidleisio/trosolwg,,,,no,,Trosolwg,overview,
,/treth-enillion-cyfalaf/cofnodion,,,,no,,Cadw cofnodion,Keep a record,
,/tal-absenoldeb-mabwysiadu/sut-i-hawlio,,,,no,,Sut i hawlio,How to claim,
,/toll-peiriannau-hapchwarae/newidiadau,,,,no,,Newid eich manylion neu ganslo’ch cofrestriad,Change your details or cancel your registration,
,/helpu-rhywun-gydai-gais-am-fudd-dal/rheoli-cais-ar-ran-rhywun,,,,no,,Rheoli cais ar ran rhywun,Application Management on behalf of someone,
,/anfon-ffurflen-taw/anfon-ffurflen-taw,,,,no,,Pryd i lenwi Ffurflen TAW,When to complete a VAT Form,
,/dyletswyddau-atwrneiaeth-barhaus/taliadau-a-chostau,,,,no,,Taliadau a chostau,Payments and costs,
,/lwfans-gofalwr/os-yw-eich-amgylchiadaun-newid,,,,no,,Rhoi gwybod am newid mewn amgylchiadau,Report a change in circumstances,
,/cyfrif-cynilo-unigol/trosglwyddo-eich-isa,,,,no,,Trosglwyddo eich ISA,Transfer Your ISA,
,/credyd-gofalwyr/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/bonws-nadolig/cymhwyster,,,,no,,Cymhwyster,Qualification,
,/tal-absenoldeb-tadolaeth/absenoldeb,,,,no,,Absenoldeb,Absence,
,/talu-toll-peiriannau-hapchwarae/-cherdyn-debyd-neu-gerdyd,,,,no,,Drwy gerdyn debyd neu gerdyn credyd corfforaethol ar-lein,Via corporate debit card or corporate credit card,
,/tablau-cyfraddau-treth-cerbyd/cerbydau-a-gofrestrwyd-ar-neu-ar-ol-1-Ebrill-2017,,,,no,,Ceir a gofrestrwyd ar neu ar ôl 1 Ebrill 2017,Cars registered on or after 1 April 2017,
,/ad-daliad-dirprwyaeth/pwy-syn-cael-hawlio,,,,no,,Pwy sy'n cael hawlio,Who is allowed to claim,
,/absenoldeb-a-thal-ar-y-cyd-i-rieni/cymhwystra-ar-gyfer-rhieni-biolegol,,,,no,,Cymhwystra ar gyfer rhieni biolegol,Eligibility for biological parents,
,/talu-yswiriant-gwladol-dosbarth-2/banc-neu-gymdeithas-adeiladu,,,,no,,Yn eich banc neu’ch cymdeithas adeiladu,In your bank or building society,
,/taliadau-mesothelioma-ymledol/beth-fyddwch-yn-ei-gael,,,,no,,Beth fyddwch yn ei gael,What will you get,
,/lwfans-byw-ir-anabl/trosolwg,,,,no,,Trosolwg,overview,
,/sut-maer-gwasanaeth-cynhaliaeth-plant-cyfrifo/gofyn-i-incwm-arall-a-threuliau-gael-eu-cynnwys,,,,no,,Gofyn i incwm arall a threuliau gael eu cynnwys,Asking another income and expenses to be included,
,/bonws-nadolig/gwybodaeth-bellach,,,,no,,Gwybodaeth bellach,Further information,
,/help-gyda-chostau-gofal-plant/talebau-gofal-plant,,,,no,,Talebau gofal plant a chynlluniau cyflogwyr eraill,Childcare Vouchers and Other Employer Plans,
,/debyd-uniongyrchol-treth-cerbyd/sefydlu,,,,no,,Sefydlu Debyd Uniongyrchol,Establish a direct debit,
,/help-ariannol-budd-daliadau/anafiadau-salwch-achoswyd-yn-y-gwaith,,,,no,,Anafiadau neu salwch sy'n gysylltiedig â gwaith,Work -related injuries or illness,
,/tal-absenoldeb-mabwysiadu/cymhwystra,,,,no,,Cymhwystra,Eligibility,
,/rhywun-yn-mynd-a-chi-i-dribiwnlys-cyflogaeth/trosolwg,,,,no,,Trosolwg,overview,
,/lwfans-cyflogaeth-a-chymorth/eich-cais-esa,,,,no,,Eich cais ESA,Your ESA Request,
,/absenoldeb-a-thal-ar-y-cyd-i-rieni-canllaw-i-gyflogwyr/trosolwg,,,,no,,Trosolwg,overview,
,/budd-dal-tai/help-gyda-chostau-tai-eraill,,,,no,,Help gyda chostau tai eraill,Help with other housing costs,
,/talu-treth-etifeddiant/drwy-drosglwyddo-eiddo-treftadaeth-cenedlaethol,,,,no,,Drwy drosglwyddo eiddo treftadaeth genedlaethol,By transferring national heritage properties,
,/cyflwyno-hawliad-i-dribiwnlys-cyflogaeth/cyn-i-chi-wneud-hawliad,,,,no,,Cyn i chi wneud hawliad,Before you make a claim,
,/done/gweld-neu-rannu-eich-gwybodaeth-trwydded-yrru,,,,no,,Rhowch adborth ar Gweld neu rannu eich gwybodaeth trwydded yrru,Give feedback on viewing or sharing your driving license information,
,/ymddiriedolaethau-trethi,,,,no,,Ymddiriedolaethau a threthi,Trusts and Taxes,
,/rhoi-gwybod-am-dwyll-treth,,,,no,,Rhoi gwybod i CThEM am dwyll treth neu arbed treth,Inform HMRC about tax fraud or saving tax,
,/cymhorthdal-incwm,,,,no,,Cymhorthdal Incwm,Income Support,
,/tal-absenoldeb-mamolaeth,,,,no,,Tâl ac absenoldeb mamolaeth,Maternity pay and leave,
,/cysylltwch-ar-ganolfan-bensiwn-y-dyfodol,,,,no,,Cysylltwch â'r Ganolfan Bensiwn y Dyfodol,Contact the Future Pension Center,
,/twyll-budd-dal,,,,no,,Twyll budd-dal,Benefit fraud,
,/cyflogwyr-tal-absenoldeb-rhieni-profedigaeth,,,,no,,Absenoldeb a Thâl Statudol Rhieni mewn Profedigaeth: arweiniad i gyflogwyr,Bereaved Parents' Statutory Absence and Payment: Guidance for Employers,
,/sut-i-bleidleisio,,,,no,,Sut i bleidleisio,How to vote,
,/budd-dal-plant-plentyn-yn-byw-gyda-rhywun-arall,,,,no,,Budd-dal Plant os yw’ch plentyn yn byw gyda rhywun arall,Child Benefit if your child lives with someone else,
,/yswiriant-gwladol/eich-rhif-yswiriant-gwladol,,,,no,,Eich rhif Yswiriant Gwladol,Your National Insurance Number,
,/ar-ol-marwolaeth/trefnu-yr-angladd,,,,no,,Trefnu yr angladd,Arranging the funeral,
,/lwfans-cyflogaeth-a-chymorth/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/lwfans-cyflogaeth-a-chymorth/newid-mewn-amgylchiadau,,,,no,,Rhoi gwybod am newid i’ch amgylchiadau,Report a change to your circumstances,
,/talu-treth-twe/-gwneud-trosglwyddiad-banc-arlein-neu-dros-y-ffn,,,,no,,Gwneud trosglwyddiad banc ar-lein neu dros y ffôn,Make a bank transfer online or by phone,
,/talu-yswiriant-gwladol-dosbarth-1a/debyd-uniongyrchol,,,,no,,Debyd Uniongyrchol,Direct Debit,
,/tal-treth-budd-dal-plant/ailddechrauch-budddal-plant,,,,no,,Ailddechrau’ch taliadau Budd-dal Plant,Resume your child benefit payments,
,/cymorth-i-recriwtwyr-gan-y-ganolfan-byd-gwaith/treialon-gwaith,,,,no,,Treialon gwaith,Work trials,
,/cadw-cofnodion-taw/amser-cyflenwi-neu-bwynt-treth,,,,no,,Amser cyflenwi neu bwynt treth,Delivery Time or Tax Point,
,/talu-toll-peiriannau-hapchwarae/debyd-uniongyrchol,,,,no,,Debyd Uniongyrchol,Direct Debit,
,/talu-treth-etifeddiant/rhandaliadau-blynyddol,,,,no,,Rhandaliad blynyddol,Annual installment,
,/talu-yswiriant-gwladol-dosbarth-3-gwirfoddol/drwyr-post,,,,no,,Talu â siec drwy’r post,Pay by Postal Check,
,/help-ariannol-budd-daliadau/rhyddhad-taw-ar-gyfer-pobl-anabl,,,,no,,Rhyddhad TAW ar gyfer pobl anabl,VAT Relief for Disabled People,
,/cael-rhif-eori/gwirio-pa-rif-EORI-sydd-ei-angen-arnoch,,,,no,,Gwirio pa rif EORI sydd ei angen arnoch,Checking what Eoryi Number you need,
,/cyflogwyr-tal-absenoldeb-rhieni-profedigaeth/trosolwg,,,,no,,Trosolwg,overview,
,/lwfans-ceisio-gwaith/os-ydych-chin-cael-jsa-yn-seiliedig-ar-incwm,,,,no,,Os ydych chi'n cael JSA yn seiliedig ar incwm,If you get JSA based on income,
,/lwfans-rhaint-gweddw/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/lwfans-byw-ir-anabl-i-blant/pan-mae-eich-plentyn-yn-cyrraedd-16,,,,no,,Pan mae eich plentyn yn cyrraedd 16,When your child reaches 16,
,/taliad-niwed-trwy-frechiad/trosolwg,,,,no,,Trosolwg,overview,
,/mynediad-at-waith/cymhwyster,,,,no,,Cymhwyster,Qualification,
,/pensiwn-ychwanegol-y-wladwriaeth/beth-fyddwch-yn-ei-gael,,,,no,,Beth fyddwch yn ei gael,What will you get,
,/rhywun-yn-mynd-a-chi-i-dribiwnlys-cyflogaeth/os-ydych-yn-anghytuno-phenderfyniad-y-tribiwnlys,,,,no,,Os ydych yn anghytuno â phenderfyniad y tribiwnlys,If you disagree with the tribunal's decision,
,/credyd-pensiwn/cymhwyster,,,,no,,Cymhwyster,Qualification,
,/tal-salwch-statudol-arweiniad-i-gyflogwyr/cymhwystra-a-ffurflen-ssp1,,,,no,,Cymhwystra a ffurflen SSP1,Eligibility and SSP1 form,
,/tal-absenoldeb-mabwysiadu/absenoldeb,,,,no,,Absenoldeb,Absence,
,/cysylltu-canolfan-byd-gwaith/ceisiadau-presennol-am-fudddal,,,,no,,Ceisiadau presennol am fudd-dal,Current applications for benefit,
,/ymddiriedolaethau-trethi/cyfrifoldebau-treth-ymddiriedolwyr,,,,no,,Ymddiriedolwyr - cyfrifoldebau treth,Trustees - Tax Responsibilities,
,/talu-psa/trosolwg,,,,no,,Trosolwg,overview,
,/rhywun-yn-mynd-a-chi-i-dribiwnlys-cyflogaeth/cyn-y-gwrandawiad,,,,no,,Cyn y gwrandawiad,Before the hearing,
,/ar-ol-marwolaeth/os-fydd-plentyn-neu-fabi-yn-marw,,,,no,,Beth i'w wneud os bydd plentyn neu fabi yn marw,What to do if a child or baby dies,
,/pensiwn-ychwanegol-y-wladwriaeth/os-ydych-yn-ysgaru,,,,no,,Os ydych yn ysgaru,If you are divorced,
,/ffurflenni-treth-hunanasesiad/os-oes-angen-i-chi-newid-eich-ffurflen-dreth,,,,no,,Os oes angen i chi newid eich Ffurflen Dreth,If you need to change your tax return,
,/talu-toll-peiriannau-hapchwarae/drwyr-post,,,,no,,Talu â siec drwy’r post,Pay by Postal Check,
,/dod-a-nwyddau-i-mewn-ir-du-at-ddefnydd-personol/datgan-nwyddau-a-thalu-treth-a-tholl-i-dollaur-du,,,,no,,Datgan nwyddau a thalu treth a tholl i dollau’r DU,Declare goods and pay tolls to UK tolls,
,/ysgariad,,,,no,,Gwneud cais am ysgariad,Apply for divorce,
,/treth-ar-ddifidendau,,,,no,,Treth ar ddifidendau,Tax on dividends,
,/talu-yswiriant-gwladol-dosbarth-1a,,,,no,,Talu Yswiriant Gwladol Dosbarth 1A y cyflogwr,Payment of the Employer's Class 1a National Insurance,
,/ffurflenni-taw,,,,no,,Ffurflenni TAW,VAT Forms,
,/cadw-cofnodion-taw,,,,no,,Cadw cofnodion TAW,Keep VAT Records,
,/cwynion-budd-dal-plant,,,,no,,Cwynion Budd-dal Plant,Child Benefit Complaints,
,/cyflyrau-iechyd-anabledd-credyd-cynhwysol,,,,no,,"Cyflyrau iechyd, anabledd a Chredyd Cynhwysol","Health, Disability and Universal Credit Conditions",
,/gwneud-penderfyniadau-dros-rywun,,,,no,,Gwneud penderfyniadau dros rywun,Make decisions for someone,
,/adnewyddu-trwydded-yrru-feddygol,,,,no,,Adnewyddu eich trwydded yrru feddygol tymor byr,Refresh your short -term medical driving license,
,/atal-cais-am-brofiant,,,,no,,Atal cais am brofiant,Preventing Application for Probate,
,/cyflogwyr-tal-absenoldeb-tadolaeth,,,,no,,Absenoldeb a Thâl Tadolaeth Statudol: arweiniad i gyflogwyr,Statutory Paternity Absence and Pay: Employer Guidance,
,/cael-help-cthem-cymorth-ychwanegol/help-y-gallwch-ei-gael,,,,no,,Help y gallwch ei gael,Help you can get,
,/cyflwyno-hawliad-i-dribiwnlys-cyflogaeth/deddfwriaeth,,,,no,,Deddfwriaeth,Legislation,
,/taliadau-angladd/gwneud-cais,,,,no,,Gwneud cais,Apply,
,/cyflogwyr-tal-absenoldeb-tadolaeth/cadw-cofnodion,,,,no,,Cadw Cofnodion,Keep a record,
,/cael-help-cynilion-incwm-isel/cymhwystra,,,,no,,Cymhwystra,Eligibility,
,/cael-help-cynilion-incwm-isel/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/prisio-ystad-rhywun-sydd-wedi-marw/ystadau-wedi-eu-heithrio-1-ionawr-2022,,,,no,,Ystadau wedi’u heithrio – os bu farw’r person ar neu ar ôl 1 Ionawr 2022,Excluded Estates - If the person died on or after 1 January 2022,
,/ffurflenni-treth-hunanasesiad/sut-i-gael-help,,,,no,,Sut i gael help,How to get help,
,/gwneud-cais-am-rif-yswiriant-gwladol/pwy-all-wneud-cais-am-rif-yswiriant-gwladol,,,,no,,Pwy all wneud cais am rif Yswiriant Gwladol,Who can apply for a National Insurance Number,
,/talu-taw/debyd-uniongyrchol,,,,no,,Debyd Uniongyrchol,Direct Debit,
,/treuliau-a-buddiannau-ar-gyfer-cyflogwyr/dyddiadau-cau,,,,no,,Dyddiadau cau,Deadlines,
,/talu-cosb-twe/talu-siec-drwyr-post,,,,no,,Talu â siec drwy’r post,Pay by Postal Check,
,/talu-treth-gorfforaeth/trosolwg,,,,no,,Trosolwg,overview,
,/dod-ddirprwy/goruchwylio-cefnogi-ac-ymweliadau,,,,no,,"Goruchwylio, cefnogi ac ymweliadau","Supervision, support and visits",
,/tal-ac-absenoldeb-mabwysiadu-statudol-arweiniad-i-gyflogwyr/adfer-tal-statudol,,,,no,,Help gyda thâl statudol,Help with statutory pay,
,/mynediad-at-waith/adnewyddu,,,,no,,Adnewyddu eich grant,Renew your grant,
,/cap-ar-fudd-daliadau/pan-na-fyddwch-yn-cael-eich-effeithio,,,,no,,Pan na fyddwch yn cael eich effeithio,When you are not affected,
,/rhyddhad-treth-ar-gyfer-cyflogeion/teithio-a-threuliau-dros-nos,,,,no,,Teithio a threuliau dros nos,Travel and expenses overnight,
,/debyd-uniongyrchol-treth-cerbyd/newid-cyfrifon,,,,no,,Newid cyfrif banc neu ddull talu,Change of bank account or payment method,
,/atwrneiaeth-arhosol/atwrneiod-iechyd-a-lles,,,,no,,Atwrneiod iechyd a lles,Health and welfare attorneys,
,/dod-ddirprwy/ffioedd,,,,no,,Ffioedd,Fee,
,/taliad-ymlaen-llaw-o-fudd-dal-yn-y-tymor-byr/trosolwg,,,,no,,Trosolwg,overview,
,/taliad-tywydd-oer/cymhwyster,,,,no,,Cymhwyster,Qualification,
,/help-gyda-chostau-gofal-plant/credydau-treth,,,,no,,Credydau treth a gofal plant,Tax and childcare credits,
,/talu-psa/cymeradwyo-taliad-gan-ddefnyddioch-cyfrif-banc-ar-lein,,,,no,,Cymeradwyo taliad gan ddefnyddio’ch cyfrif banc ar-lein,Approve payment using your online bank account,
,/talu-treth-etifeddiant/ymddiriedolaethau,,,,no,,Ymddiriedolaethau,Trust,
,/dod-a-phartneriaeth-sifil-i-ben/gwneud-cais-am-orchymyn-terfynol,,,,no,,Gwneud cais am orchymyn terfynol,Apply for a final order,
,/tribiwnlys-treth/deddfwriaeth-a-phenderfyniadau-blaenorol,,,,no,,Deddfwriaeth a phenderfyniadau blaenorol,Previous legislation and decisions,
,/credyd-cynhwysol/sut-i-wneud-cais,,,,no,,Sut i wneud cais,How to apply,
,/hos-hysbysiad-oddi-ar-y-ffordd-statudol/masnachwyr-moduron,,,,no,,Eithriadau ar gyfer masnachwyr moduron,Exceptions for motor traders,
,/tal-treth-budd-dal-plant/trosolwg,,,,no,,Trosolwg,overview,
,/dyletswyddau-atwrneiaeth-barhaus/rhoir-gorau,,,,no,,Rhoi'r gorau i weithredu fel atwrnai,Stop acting as an attorney,
,/cyfraddau-treth-incwm/incwm-dros-100000,,,,no,,"Incwm dros £100,000","Income over £ 100,000",
,/talu-cosb-am-gyflwyno-n-hwyr-ar-gyfer-cynllun-y-diwydiant-adeiladu-cis/cymeradwyo-taliad-drwych-cyfrif-banc-arlein,,,,no,,Cymeradwyo taliad drwy’ch cyfrif banc ar-lein,Approve payment via your online bank account,
,/aros-yn-eiddo-eich-partner-pan-fyddwch-yn-ysgaru-neun-gwahanu/trosolwg,,,,no,,Trosolwg,overview,
,/cyflwyno-hawliad-i-dribiwnlys-cyflogaeth/gwneud-hawliad,,,,no,,Gwneud hawliad,Make a claim,
,/debyd-uniongyrchol-treth-cerbyd/newid-cyfeiriad-enw,,,,no,,"Newid eich cyfeiriad, e-bost neu enw","Change your address, email or name",
,/treth-incwm/trosolwg,,,,no,,Trosolwg,overview,
,/taliadau-angladd/cymhwyster,,,,no,,Cymhwyster,Qualification,
,/lwfans-ceisio-gwaith/sut-maen-gweithio,,,,no,,Sut y mae’n gweithio,How it works,
,/ysgariad/cyn-ichi-wneud-cais,,,,no,,Cyn ichi wneud cais,Before you apply,
,/treth-ar-ddifidendau/sut-mae-difidendau-yn-cael-eu-trethu,,,,no,,Sut mae difidendau yn cael eu trethu,How dividends are taxed,
,/talu-treth-twe,,,,no,,Talu TWE y cyflogwr,Pay the employer twe,
,/treth-gwerthu-eiddo,,,,no,,Treth pan fyddwch yn gwerthu eiddo,Tax when you sell property,
,/mynediad-at-waith,,,,no,,Mynediad at Waith: cael cefnogaeth os oes gennych anabledd neu gyflwr iechyd,Access to Work: Get support if you have a disability or health condition,
,/oedi-pensiwn-wladwriaeth,,,,no,,Oedi (gohirio) eich Pensiwn y Wladwriaeth,Delay (Defer) Your State Pension,
,/ad-dalu-rheoli-budd-dal-dyledus,,,,no,,Ad-dalu a rheoli arian budd-dal sy’n ddyledus gennych,Repay and manage benefit money you owe,
,/apelio-penderfyniad-budd-dal,,,,no,,Apelio yn erbyn penderfyniad budd-dal,Appealing against benefit decision,
,/taliadau-mesothelioma-ymledol,,,,no,,Taliadau mesothelioma ymledol,Invasive Mesothelioma payments,
,/cyflogwyr-tal-absenoldeb-mamolaeth,,,,no,,Tâl ac Absenoldeb Mamolaeth Statudol: arweiniad i gyflogwyr,Statutory Maternity Pay and Leave: Employer Guidance,
,/rhywun-yn-mynd-a-chi-i-dribiwnlys-cyflogaeth,,,,no,,Rhywun yn mynd â chi i dribiwnlys cyflogaeth,Someone takes you to an employment tribunal,
,/hawlio-budd-daliadau-os-ydych-yn-byw-symud-teithio-dramor/budddaliadau-profedigaeth,,,,no,,Budd-daliadau profedigaeth,Bereavement Benefits,
,/ad-dalu-rheoli-budd-dal-dyledus/rhan-un,,,,no,,Rhan Un,Part one,
,/atwrneiaeth/cofrestru-atwrneiaeth-arhosol,,,,no,,Cofrestru atwrneiaeth arhosol,Lasting Power of Attorney Registration,
,/rhyddhadau-treth-incwm/trosolwg,,,,no,,Trosolwg,overview,
,/pensiwn-sylfaenol-y-wladwriaeth/newid-mewn-amgylchiadau,,,,no,,Newid mewn amgylchiadau,Change in circumstances,
,/talu-treth-twe/yn-eich-banc-neuch-cymdeithas-adeiladu,,,,no,,Yn eich banc neu’ch cymdeithas adeiladu,In your bank or building society,
,/absenoldeb-a-thal-ar-y-cyd-i-rieni/yr-hyn-a-gewch,,,,no,,Yr hyn a gewch,What you get,
,/gordaliadau-budd-dal/pryd-y-mae-angen-gwneud-addaliadau,,,,no,,Pryd y mae angen gwneud ad-daliadau,When do repayments need to be made,
,/cynllun-gostyngiad-cartrefi-cynnes/cyflenwyr-ynni,,,,no,,Cyflenwyr ynni,Energy suppliers,
,/treth-enillion-cyfalaf/cyfraddau,,,,no,,Cyfraddau Treth Enillion Cyfalaf,Capital Gains Tax Rates,
,/credydau-yswiriant-gwladol/trosolwg,,,,no,,Trosolwg,overview,
,/pensiwn-ychwanegol-y-wladwriaeth/trosolwg,,,,no,,Trosolwg,overview,
,/lwfans-byw-ir-anabl/os-ydych-eisoes-yn-cael-DLA,,,,no,,Os ydych eisoes yn cael DLA,If you already get DLA,
,/taliadau-mesothelioma-ymledol/cymhwysedd,,,,no,,Cymhwysedd,Competence,
,/talu-cosb-am-gyflwyno-n-hwyr-ar-gyfer-cynllun-y-diwydiant-adeiladu-cis/trosolwg,,,,no,,Trosolwg,overview,
,/cyfraddau-treth-incwm/cyfraddau-a-lwfansau-cyfredol,,,,no,,Cyfraddau a lwfansau cyfredol,Current rates and allowances,
,/ailystyriaeth-orfodol/sut-i-ofyn-am-ailystyriaeth-orfodol,,,,no,,Sut i ofyn am ailystyriaeth orfodol,How to ask for compulsory reconsideration,
,/taliad-niwed-trwy-frechiad/beth-fyddwch-yn-ei-gael,,,,no,,Beth fyddwch yn ei gael,What will you get,
,/lwfans-gofalwr/os-ydych-yn-gweithio,,,,no,,Os ydych yn gweithio,If you work,
,/costau-tai-a-chredyd-cynhwysol/beth-gallwch-ei-gael,,,,no,,Beth gallwch ei gael,What can you get,
,/ymddiriedolaethau-trethi/buddiolwyr-talu-ac-adennill-treth-ar-ymddiriedolaethau,,,,no,,Buddiolwyr - talu ac adennill treth ar ymddiriedolaethau,Beneficiaries - Paying and Recovery Tax on Trusts,
,/dod-ddirprwy/cyfrifon-rhoddion-a-threuliau,,,,no,,"Cyfrifon, rhoddion a threuliau","Accounts, gifts and expenses",
,/tal-absenoldeb-rhieni-profedigaeth/gwirio-a-ydych-yn-gymwys,,,,no,,Gwirio a ydych yn gymwys,Check if you qualify,
,/gwneud-cais-am-brofiant/ffioedd,,,,no,,Ffioedd,Fee,
,/cyfrif-cynilo-unigol/trosolwg,,,,no,,Trosolwg,overview,
,/atal-cais-am-brofiant/herio-cais-am-brofiant-rhywun-arall,,,,no,,Herio cais am brofiant rhywun arall,Challenge someone else's probate request,
,/taliad-tywydd-oer/arosiadau-mewn-ysbyty,,,,no,,Arosiadau mewn ysbyty,Stays in a hospital,
,/talu-yswiriant-gwladol-dosbarth-3-gwirfoddol/trosolwg,,,,no,,Trosolwg,overview,
,/cael-help-cthem-cymorth-ychwanegol/os-oes-angen-rhagor-o-amser-arnoch-oherwydd-eich-amgylchiadau,,,,no,,Os oes angen rhagor o amser arnoch oherwydd eich amgylchiadau,If you need more time because of your circumstances,
,/hawlio-budd-daliadau-os-ydych-yn-byw-symud-teithio-dramor/lwfans-ceisio-gwaith,,,,no,,Lwfans Ceisio Gwaith,Jobseeker's Allowance,
,/taluch-bil-treth-hunanasesiad/debyd-uniongyrchol,,,,no,,Debyd Uniongyrchol,Direct Debit,
,/nwyddau-a-anfonir-o-dramor/dogfennau,,,,no,,Dogfennau,Document,
,/twe-ar-lein,,,,no,,TWE Ar-lein i Gyflogwyr,TWE online for employers,
,/help-ariannol-gyda-thal-statudol,,,,no,,Cael help ariannol gyda Thâl Statudol,Get financial help with statutory pay,
,/lawrlwytho-offer-twe-sylfaenol-cthem,,,,no,,Lawrlwytho Offer TWE Sylfaenol CThEM,Download HMRC Basic Twe Tools,
,/gwirio-tariff-ar-nwyddau-gi-o-bf,,,,no,,Gwirio a oes angen i chi dalu tariff ar nwyddau a ddaw i mewn i Ogledd Iwerddon o Brydain Fawr,Check if you need to pay a tariff on goods that come into Northern Ireland from Great Britain,
,/cais-30-awr-gofal-plant-am-ddim,,,,no,,Gwneud cais am 30 awr o ofal plant sy’n rhad ac am ddim,Apply for 30 hours of free childcare,
,/adrodd-pryder-am-atwrnai-dirprwy-warcheidwad,,,,no,,"Adrodd pryder am atwrnai, dirprwy neu warcheidwad","Reporting concern for attorney, deputy or guardian",
,/dweud-wrth-dvla-am-brofedigaeth,,,,no,,Dweud wrth DVLA ar ôl i rywun farw,Tell Dvla after someone died,
,/budd-dal-anabledd-anafiadau-diwydiannol/rhoi-gwybod-am-newid-mewn-amgylchiadau,,,,no,,Rhoi gwybod am newid mewn amgylchiadau,Report a change in circumstances,
,/lwfans-gofalwr/cymhwyster,,,,no,,Cymhwyster,Qualification,
,/ffurflenni-taw/gordaliadau-a-chosbau,,,,no,,Gordaliadau a chosbau,Overpayments and penalties,
,/cyflogwyr-tal-absenoldeb-tadolaeth/hawl,,,,no,,Hawl,Right,
,/treth-gwerthu-eiddo/cyfrifo-eich-enillion,,,,no,,Cyfrifo’ch enillion,Calculate your earnings,
,/cytundeb-setliad-twe/sut-i-gael-psa,,,,no,,Sut i gael Cytundeb Setliad TWE a rhoi gwybod i CThEF beth sydd arnoch,How to get a twe settlement agreement and let cthef what you need,
