query,link,score
import duty,/guidance/get-your-import-vat-and-duty-adjustment-statements,1
import duty,/guidance/how-to-apply-for-a-repayment-of-import-duty-and-vat-if-youve-overpaid-c285,1
license code,/driving-licence-codes,3
license code,/view-driving-licence,3
license code,/check-driving-information,2
notice 12a,/guidance/what-you-can-do-if-things-are-seized-by-hmrc-or-border-force,3
notice 12a,/customs-seizures,2
pertussis,/government/collections/pertussis-guidance-data-and-analysis,3
pertussis,/government/publications/pertussis-guidelines-for-public-health-management,2
pertussis,/government/publications/vaccination-against-pertussis-whooping-cough-for-pregnant-women/pertussis-whooping-cough-vaccination-programme-for-pregnant-women,2
pertussis,/government/publications/pertussis-epidemiology-in-england-2024/confirmed-cases-of-pertussis-in-england-by-month,2
pertussis,/government/publications/pertussis-occupational-vaccination-of-health-care-workers/occupational-pertussis-vaccination-of-healthcare-workers,2
pertussis,/guidance/pertussis-whooping-cough-immunisation-for-pregnant-women-resources-and-training,2
pertussis,/government/publications/pertussis-the-green-book-chapter-24,2
pertussis,/guidance/pertussis-clinical-and-public-health-management,1
renew adi badge,/renew-approved-driving-instructor-adi-registration,3
renew adi badge,/manage-approved-driving-instructor-registration,2
sia licence,/guidance/apply-for-an-sia-licence,3
sia licence,/guidance/renew-your-sia-licence,3
sia licence,/government/collections/how-to-get-an-sia-licence,2
sia licence,/guidance/check-what-training-you-need-to-get-an-sia-licence,2
sia licence,/guidance/find-out-if-you-need-an-sia-licence,2
sia licence,/guidance/if-your-application-for-an-sia-licence-is-successful,1
student fiance,/student-finance,3
student fiance,/student-finance-register-login,3
student fiance,/apply-for-student-finance,1
student fiance,/support-child-or-partners-student-finance-application,1
tax fraud,/report-tax-fraud,3
tax fraud,/government/publications/hmrc-issue-briefing-hmrcs-approach-to-tax-fraud/hmrcs-approach-to-tax-fraud,2
tax fraud,/government/publications/hmrc-annual-report-and-accounts-2023-to-2024-technical-notes/fraud-investigation-service-technical-note,1
tax fraud,/guidance/tell-hmrc-your-organisation-failed-to-prevent-the-facilitation-of-tax-evasion,1
tax fraud,/guidance/report-fraud-to-the-environment-agency,1
tax fraud,/government/publications/increasing-the-maximum-prison-term-for-tax-fraud,1
tax fraud,/guidance/admitting-tax-fraud-the-contractual-disclosure-facility-cdf,1
uk visit visa,/standard-visitor,3
uk visit visa,/browse/visas-immigration/tourist-short-stay-visas,2
uk visit visa,/apply-to-come-to-the-uk,2
uk visit visa,/check-uk-visa,2
uk visit visa,/visit-uk-holiday-family-friends,2
uk visit visa,/government/collections/visit-visas,1
ulez check,https://tfl.gov.uk/modes/driving/ultra-low-emission-zone,3
ulez check,/clean-air-zones,3
ulez check,/check-vehicle-tax,2
ulez check,/guidance/driving-in-a-clean-air-zone,2
ulez check,/check-vehicle-safe,2
ulez check,/get-vehicle-information-from-dvla,1
ulez check,/checks-when-buying-a-used-car,1
ulez check,/emissions-testing,1
untaxed car,/report-untaxed-vehicle,3
untaxed car,/check-vehicle-tax,2
visa student,/student-visa,3
visa student,/study-uk-student-visa,2
visa student,/child-study-visa/apply,1
apply dbs,/request-copy-criminal-record,3
apply dbs,/government/publications/dbs-application-forms-guide-for-applicants,2
apply dbs,/guidance/dbs-check-requests-guidance-for-employers,2
apply dbs,/guidance/basic-dbs-checks-guidance,2
apply dbs,/guidance/digital-and-online-services,1
apply dbs,/dbs-check-applicant-criminal-record,1
apply dbs,/criminal-record-checks-apply-role,1
boiler replacement,/apply-boiler-upgrade-scheme,3
boiler replacement,/government/statistics/announcements/boiler-upgrade-scheme-september-2024,2
boiler replacement,/government/publications/boiler-upgrade-scheme-changes-to-grant-levels,2
boiler replacement,/government/collections/boiler-upgrade-scheme-statistics,2
boiler replacement,/apply-home-upgrade-grant,2
boiler replacement,/government/statistics/announcements/boiler-upgrade-scheme-august-2024,1
boiler replacement,/government/statistics/announcements/boiler-upgrade-scheme-october-2024,1
brexit,/government/collections/brexit-guidance,3
brexit,/settled-status-eu-citizens-families,2
brexit,/government/topical-events/eu-referendum,2
brexit,/government/publications/brexit-transition-moving-goods-from-great-britain-to-northern-ireland,2
brexit,/government/collections/webinars-and-videos-for-organisations-that-trade-with-the-eu,2
brexit,/guidance/local-government-and-the-eu,2
brexit,/guidance/living-in-europe,2
brexit,/guidance/eu-transition-helplines,2
brexit,/government/topical-events/eu-referendum/about,1
cannot pay bill on time,/difficulties-paying-hmrc,3
cannot pay bill on time,/pay-self-assessment-tax-bill,2
cannot pay bill on time,/guidance/find-out-how-to-pay-a-debt-to-hmrc-with-a-time-to-pay-arrangement,1
car tax and mot,/check-vehicle-tax,3
car tax and mot,/browse/driving/vehicle-tax-mot-insurance,2
car tax and mot,/historic-vehicles,2
car tax and mot,/check-mot-status,2
certify export health certificate,/guidance/certify-an-export-health-certificate,3
check a licence,/check-driving-information,3
check a licence,/view-driving-licence,2
check driver cpc,/check-your-driver-cpc-periodic-training-hours,3
childcare grant,/childcare-grant,3
childcare grant,/guidance/students-reapplying-for-childcare-grant-in-201920,2
childcare grant,/tax-free-childcare,1
childcare grant,/government/publications/student-finance-application-for-dependants-grants,1
childcare grant,/help-with-childcare-costs,1
childcare grant,/guidance/getting-paid-as-a-childcare-provider,1
contact vat,/government/organisations/hm-revenue-customs/contact/vat-enquiries,3
contact vat,/government/organisations/hm-revenue-customs/contact/vat-online-services-helpdesk,2
contact vat,/contact-hmrc,1
dhsc,/government/organisations/department-of-health-and-social-care,3
dhsc,/guidance/department-of-health-and-social-care-general-enquiries,2
equality,/guidance/equality-act-2010-guidance,3
equality,/rights-disabled-person,2
equality,/government/organisations/the-equality-hub,2
equality,/government/organisations/equality-2025,2
equality,/government/organisations/equality-and-human-rights-commission,2
equality,/government/organisations/home-office/about/equality-and-diversity,2
equality,/definition-of-disability-under-equality-act-2010,1
evisa qr code,/guidance/using-the-uk-immigration-id-check-app,3
evisa qr code,/get-access-evisa,2
evisa qr code,/guidance/online-immigration-status-evisa,2
evisa qr code,/guidance/using-the-govuk-id-check-app,2
evisa qr code,/view-prove-immigration-status,1
get a gmr,/guidance/get-a-goods-movement-reference,3
government gateway log in,/log-in-register-hmrc-online-services,3
government gateway log in,/using-your-gov-uk-one-login,2
government gateway log in,/government/publications/access-our-services-using-government-gateway/use-a-government-gateway-account,2
government gateway log in,/sign-in,1
government gateway log in,/guidance/accessing-hmrc-online-services-using-govuk-one-login,1
government gateway log in,/guidance/problems-using-government-gateway,1
hgv training,/training-hgv,3
hgv training,/become-lorry-bus-driver,2
hgv training,/government/topical-events/hgv-driver-shortage-uk-government-response/about,2
hgv training,/driver-cpc-training,1
hgv training,/guidance/use-a-driver-cpc-national-vocational-training-nvt-concession,1
manage test,/book-pupil-driving-test,3
parking charges,/parking-tickets,3
parking charges,/pay-parking-fine,2
parking charges,/expenses-and-benefits-car-parking-charges,2
parking charges,/government/consultations/private-parking-charges-discount-rates-debt-collection-fees-and-appeals-charter-further-technical-consultation/outcome/private-parking-charges-discount-rates-debt-collection-fees-and-appeals-charter-further-technical-consultation-response,1
parking charges,/government/news/dvsa-issues-warning-about-parking-fine-scam-text-messages,1
pre,/settled-status-eu-citizens-families,3
pre,/guidance/mot-inspection-manual-for-private-passenger-and-light-commercial-vehicles/introduction,2
pre,/guidance/before-submitting-an-application,1
sa905,/government/publications/self-assessment-trust-and-estate-capital-gains-sa905,3
sa905,/government/publications/self-assessment-trust-and-estate-tax-return-sa900,2
sa905,/guidance/trusts-and-capital-gains-tax,1
self employment registration,/register-for-self-assessment,3
self employment registration,/government/collections/self-employment-forms-and-helpsheets,2
self employment registration,/guidance/register-for-self-assessment-if-you-are-not-self-employed,2
self employment registration,/become-sole-trader,2
self employment registration,/government/collections/self-employment-detailed-information,1
self employment registration,/government/publications/self-assessment-self-employment-full-sa103f,1
settelment,/settled-status-eu-citizens-families,3
settelment,/government/publications/application-to-settle-in-the-uk-form-setm,2
settelment,/government/publications/application-to-settle-in-the-uk-form-seto,1
support fund,/cost-living-help-local-council,3
support fund,/government/publications/household-support-fund-guidance-for-local-councils,3
support fund,/government/publications/apply-for-future-support-offer-2024-grant-funding-to-support-people-to-claim-universal-credit,2
support fund,/guidance/the-hardship-fund-a-guide,2
support fund,/government/publications/household-support-fund-guidance-for-local-councils/1-april-2023-to-31-march-2024-household-support-fund-guidance-for-county-councils-and-unitary-authorities-in-england,2
support fund,/government/publications/household-support-fund-guidance-for-local-councils/1-october-2024-to-31-march-2025-household-support-fund-guidance-for-county-councils-and-unitary-authorities-in-england,1
tourism,/standard-visitor,3
tourism,/government/organisations/visitbritain,2
tourism,/government/collections/the-tourism-sector-from-january-2021,2
tourism,/government/collections/tourism-employment-statistics,1
tourism,/government/statistics/travel-and-tourism-review-october-2021,1
update travel documents,/guidance/using-your-uk-visas-and-immigration-account,3
update travel documents,/update-uk-visas-immigration-account-details,3
update travel documents,/guidance/online-immigration-status-evisa,2
update travel documents,/changing-passport-information,2
update travel documents,/government/publications/travel-documents-issued-by-uk-government-offices/travel-documents-issued-by-uk-government-authorities-accessible,2
update travel documents,/apply-home-office-travel-document,1
v5c change of address,/change-address-v5c,3
v5c change of address,/tell-dvla-changed-address,2
view share code,/view-prove-immigration-status,3
view share code,/check-immigration-status,3
view share code,/view-right-to-work,2
view share code,/prove-right-to-work,2
whistleblowing,/whistleblowing,3
whistleblowing,/government/collections/regulator-of-social-housing-whistleblowing-reports,2
whistleblowing,/government/publications/whistleblowers-at-the-cma/guidance-on-whistleblowing,2
whistleblowing,/guidance/how-esfa-handles-whistleblowing-disclosures,2
whistleblowing,/guidance/whistleblowing-report-serious-wrongdoing-to-the-environment-agency,2
whistleblowing,/government/publications/whistleblowing-guidance-and-code-of-practice-for-employers,1
whistleblowing,/government/publications/blowing-the-whistle-list-of-prescribed-people-and-bodies--2,1
whistleblowing,/government/publications/whistleblowing-at-the-environment-agency-privacy-notice,1
whistleblowing,/guidance/ofquals-whistleblowing-policy,1
whistleblowing,/government/publications/ssro-whistleblowing-policy/whistleblowing-policy,1
whistleblowing,/government/collections/cma-whistleblower-statistics,1
whistleblowing,/guidance/whistleblow-on-a-trade-union-or-an-employers-association,1
attachment of earnings,/government/publications/form-n337-request-for-attachment-of-earnings-order/attachment-of-earnings-order-guidance,3
attachment of earnings,/debt-payments-from-your-wages,2
attachment of earnings,/debt-deductions-from-employee-pay,2
attachment of earnings,/government/publications/form-n337-request-for-attachment-of-earnings-order,2
attachment of earnings,/make-benefit-debt-deductions,2
attachment of earnings,/government/publications/direct-earnings-attachments-an-employers-guide/direct-earnings-attachment-a-guide-for-employers,2
attachment of earnings,/hmrc-internal-manuals/debt-management-and-banking/dmbm667530,2
attachment of earnings,/hmrc-internal-manuals/debt-management-and-banking/dmbm667520,2
attachment of earnings,/government/publications/direct-earnings-attachments-an-employers-guide/direct-earnings-attachment-a-more-detailed-guide,2
attachment of earnings,/government/publications/form-fe16-request-for-and-result-of-search-in-the-attachment-of-earnings-index,1
attachment of earnings,/hmrc-internal-manuals/debt-management-and-banking/dmbm667630,1
attachment of earnings,/government/publications/what-to-do-if-a-defendant-doesnt-pay-money-after-judgment-ex321/what-to-do-if-you-have-a-judgement-but-the-defendant-has-not-paid-ex321,1
basic tools,/basic-paye-tools,3
basic tools,/government/collections/guidance-for-employers-on-using-basic-paye-tools-bpt,2
basic tools,/government/publications/basic-paye-tools-user-guide/basic-paye-tools-user-guide,2
basic tools,/government/publications/basic-paye-tools-service-availability-and-issues,2
basic tools,/government/publications/basic-paye-tools-first-time-users-download-and-install,1
become self employed,/working-for-yourself,3
become self employed,/become-sole-trader,3
become self employed,/government/collections/self-employment-detailed-information,2
become self employed,/self-employment-and-universal-credit,2
become self employed,/set-up-business,1
become self employed,/government/collections/self-employment-forms-and-helpsheets,1
book a test for pupils,/book-pupil-driving-test,3
business plan,/write-business-plan,3
business plan,/government/publications/libraries-alternative-delivery-models-toolkit/stage-7-business-plan,2
business plan,/government/publications/hm-land-registry-business-plan-2022-to-2025/business-plan-2022-to-2025,1
business plan,/growing-your-business,1
business plan,/government/collections/hmt-business-plan,1
business plan,/government/publications/gld-business-plan-2024-25/gld-business-plan-2024-2025,1
cabinet,/government/organisations/cabinet-office,3
cabinet,/government/publications/the-cabinet-committees-system-and-list-of-cabinet-committees,2
cabinet,/government/ministers/minister-for-the-cabinet-office,2
cabinet,/government/publications/the-cabinet-committees-system-and-list-of-cabinet-committees/list-of-cabinet-committees-and-their-membership,2
cabinet,/government/organisations/cabinet-office-board,2
cabinet,/government/ministers/minister-of-state-for-cabinet-office,1
cabinet,/government/publications/cabinet-manual,1
claim uc,/universal-credit,3
claim uc,/how-to-claim-universal-credit,2
claim uc,/guidance/tax-credits-and-some-benefits-are-ending-move-to-universal-credit,1
company number,/get-information-about-a-company,3
company number,/guidance/search-the-companies-house-register,2
company number,/guidance/the-company-tax-return-guide,1
company number,/limited-company-formation,1
dartford tunnel,/pay-dartford-crossing-charge,3
dartford tunnel,/uk-toll-roads,2
dartford tunnel,/government/collections/dart-charge,1
dg2,/guidance/apply-for-a-discretionary-grant-where-the-dissolved-company-can-be-restored-cb2,3
duty free,/bringing-goods-into-uk-personal-use,3
duty free,/tax-on-shopping,2
duty free,/guidance/alcohol-products-sell-duty-free-or-duty-paid,2
find my utr,/find-utr-number,3
gateway number,/government/publications/access-our-services-using-government-gateway/use-a-government-gateway-account,3
gateway number,/log-in-register-hmrc-online-services,2
gateway number,/guidance/ofsted-services-forgotten-your-government-gateway-user-id-and-password,2
gateway number,/guidance/problems-using-government-gateway,1
grant finder,/countryside-stewardship-grants,3
grant finder,/guidance/find-government-grants,2
grant finder,/guidance/funding-for-farmers,2
grant finder,/apply-funding-community-project,2
grant finder,/guidance/countryside-stewardship-get-funding-to-protect-and-improve-the-land-you-manage,1
hearing loss,/government/publications/screening-tests-for-you-and-your-baby/hearing-loss,3
hearing loss,/government/publications/cde-themed-competition-detect-and-treat-hearing-loss-and-tinnitus/competition-document-detect-and-treat-hearing-loss-and-tinnitus,2
hearing loss,/government/publications/noise-induced-hearing-loss-in-certain-occupations-iiac-information-note,2
hearing loss,/government/publications/synopsis-of-causation-sensorineural-hearing-loss,1
hearing loss,/government/publications/cde-themed-competition-detect-and-treat-hearing-loss-and-tinnitus/competition-summary-detect-and-treat-hearing-loss-and-tinnitus,1
hicbc,/government/publications/income-tax-increasing-the-high-income-child-benefit-charge-threshold/the-high-income-child-benefit-charge-threshold,3
hicbc,/government/publications/high-income-child-benefit-charge-data/high-income-child-benefit-charge,3
hicbc,/child-benefit-tax-charge,2
hicbc,/hmrc-internal-manuals/claimant-compliance-manual/ccm18320,2
hicbc,/government/publications/income-tax-increasing-the-high-income-child-benefit-charge-threshold,2
hicbc,/hmrc-internal-manuals/paye-manual/paye14015,1
hicbc,/hmrc-internal-manuals/self-assessment-manual/sam101120,1
home responsibilities protection eligibilty,/home-responsibilities-protection-hrp,3
home responsibilities protection eligibilty,/guidance/apply-for-home-responsibilities-protection,2
home responsibilities protection eligibilty,/hmrc-internal-manuals/national-insurance-manual/nim41350,2
home responsibilities protection eligibilty,/guidance/check-if-a-letter-youve-received-from-hmrc-is-genuine,1
ofqual,/government/organisations/ofqual,3
ofqual,/guidance/awarding-organisations-understanding-our-regulatory-requirements,2
ofqual,/government/collections/ofquals-student-guides,1
ofqual,/guidance/apply-to-have-your-qualifications-regulated,1
ofqual,/guidance/ofqual-rolling-update,1
passport lost,/report-a-lost-or-stolen-passport,3
passport lost,/renew-adult-passport,2
passport lost,/government/publications/lost-stolen-and-recovered-passports-lsr-team-policy/lost-stolen-and-recovered-passports-lsr-team-accessible,2
passport lost,/government/publications/report-a-lost-or-stolen-passport-form-ls01,1
passport lost,/government/publications/lost-stolen-and-recovered-passports-examiner-policy,1
passport lost,/government/publications/passport-cancellations-malicious-lost-and-stolen-reports/passport-cancellations-malicious-lost-and-stolen-reports-accessible,1
presettled,/settled-status-eu-citizens-families,3
presettled,/view-prove-immigration-status,3
presettled,/government/collections/eu-settlement-scheme-applicant-information,2
presettled,/british-citizenship,1
presettled,/guidance/settled-status-for-eu-citizens-and-their-families-translations,1
report capital gains,/report-and-pay-your-capital-gains-tax,3
report capital gains,/capital-gains-tax,2
report capital gains,/guidance/report-your-capital-gains-tax-on-uk-property-by-post,1
respond to a money claim,/respond-to-court-claim-for-money,3
respond to a money claim,/government/publications/form-n9b-defence-counterclaim-specified-amount,2
respond to a money claim,/government/publications/money-claim-online-user-guide/money-claim-online-mcol-user-guide,1
respond to a money claim,/government/publications/form-n9-response-pack,1
section 88,/guidance/general-information-assessing-fitness-to-drive,3
section 88,/guidance/manual-of-patent-practice-mopp/section-88-jurisdiction-in-legal-proceedings-in-connection-with-community-patent-convention-repealed,3
section 88,/guidance/appendices-assessing-fitness-to-drive,2
section 88,/guidance/the-patent-act-1977/section-88-community-patents-jurisdiction-in-legal-proceedings-in-connection-with-community-patent-convention,2
section 88,/hmrc-internal-manuals/vat-time-of-supply/vattos2280,1
section 88,/government/publications/form-a62-application-for-a-direction-under-section-881-of-the-adoption-and-children-act-2002,1
send-rent-lease-details,/send-rent-lease-details,3
send-rent-lease-details,/government/collections/valuation-office-agency-request-for-rental-information-forms,1
send-rent-lease-details,/guidance/rent-lease-or-ownership-details-penalties,1
share a code,/view-prove-immigration-status,3
share a code,/prove-right-to-work,3
share a code,/view-right-to-work,2
share a code,/prove-right-to-rent,1
share a code,/check-immigration-status,1
sponsorship companies,/government/publications/register-of-licensed-sponsors-workers,3
sponsorship companies,/uk-visa-sponsorship-employers,3
sponsorship companies,/government/publications/security-companies-who-sponsor-foreign-nationals-for-a-uk-visa/security-companies-who-sponsor-foreign-nationals-for-a-uk-visa,2
sponsorship companies,/government/collections/sponsorship-information-for-employers-and-educators,1
sponsorship companies,/apply-sponsor-licence,1
start up visa,/start-up-visa,3
start up visa,/innovator-founder-visa,2
start up visa,/government/publications/endorsing-bodies-start-up,2
start up visa,/tier-1-entrepreneur,1
start up visa,/government/publications/start-up-appendix-w-workers,1
start up visa,/government/publications/legacy-start-up-and-innovator-visa-endorsing-bodies-guidance,1
student loan login,/student-finance-register-login,3
student loan login,/sign-in-to-manage-your-student-loan-balance,2
super priority,/faster-decision-visa-settlement,3
super priority,/guidance/super-priority-visa-service-information,3
tax return forms,/self-assessment-tax-return-forms,3
tax return forms,/self-assessment-tax-returns,2
tax return forms,/government/publications/self-assessment-capital-gains-summary-sa108,2
tax return forms,/government/collections/income-tax-forms,2
tax return forms,/government/publications/self-assessment-uk-property-sa105,2
tax return forms,/government/publications/self-assessment-residence-remittance-basis-etc-sa109,1
tax return forms,/government/publications/self-assessment-tax-return-sa100,1
tax return forms,/government/publications/self-assessment-trust-and-estate-tax-return-sa900,1
ukvi acount,/update-uk-visas-immigration-account-details,3
ukvi acount,/guidance/using-your-uk-visas-and-immigration-account,2
ukvi acount,/guidance/online-immigration-status-evisa,2
ukvi acount,/government/publications/online-immigration-status-evisa-help-video/how-to-create-a-ukvi-account-and-access-your-evisa,2
ukvi acount,/view-prove-immigration-status,2
ukvi acount,/get-access-evisa,2
ukvi acount,/government/publications/ukvi-account-terms-and-conditions,1
ukvi acount,/sign-in-visa,1
wca,/government/publications/universal-credit-if-you-have-a-disability-or-health-condition-quick-guide/universal-credit-if-you-have-a-disability-or-health-condition,3
wca,/government/publications/universal-credit-wca-statistics-background-information,2
wca,/government/publications/work-capability-assessment-handbook-for-healthcare-professionals,2
wca,/government/statistics/universal-credit-work-capability-assessment-statistics-april-2019-to-march-2024/universal-credit-work-capability-assessment-april-2019-to-march-2024,2
wca,/government/statistics/esa-outcomes-of-work-capability-assessments-including-mandatory-reconsiderations-and-appeals-september-2024/esa-work-capability-assessments-mandatory-reconsiderations-and-appeals-september-2024,2
wca,/government/publications/universal-credit-wca-statistics-definitions-and-methodology,2
wca,/government/statistics/esa-outcomes-of-work-capability-assessments-including-mandatory-reconsiderations-and-appeals-june-2024/esa-work-capability-assessments-mandatory-reconsiderations-and-appeals-june-2024,1
wca,/government/statistics/esa-outcomes-of-work-capability-assessments-including-mandatory-reconsiderations-and-appeals-june-2023/esa-work-capability-assessments-mandatory-reconsiderations-and-appeals-june-2023,1
wca,/government/consultations/work-capability-assessment-activities-and-descriptors/outcome/government-response-to-the-work-capability-assessment-activities-and-descriptors-consultation,1
wca,/government/publications/universal-credit-wca-statistics-release-strategy,1
advance learner loan,/advanced-learner-loan,3
advance learner loan,/government/publications/advanced-learner-loan-application-form-for-students-whose-courses-start-on-or-after-1-august-2024,2
advance learner loan,/guidance/24-advanced-learning-loans-an-overview,1
afps form 8,/guidance/veterans-uk-armed-forces-pensions-forms,3
afps form 8,/guidance/pensions-and-compensation-for-veterans,2
angola,/foreign-travel-advice/angola,3
angola,/government/publications/overseas-business-risk-angola/overseas-business-risk-angola--2,2
angola,/government/news/ukef-puts-22-million-loan-behind-angolan-clean-water-project,1
angola,/government/publications/overseas-business-risk-angola,1
angola,/world/organisations/british-embassy-luanda,1
ballot system,/guidance/india-young-professionals-scheme-visa-ballot-system,3
ballot system,/guidance/youth-mobility-scheme-visa-ballot-system,2
change driving licence,/change-address-driving-licence,3
change driving licence,/renew-driving-licence,2
change driving licence,/change-name-driving-licence,2
change driving licence,/guidance/changes-to-the-driving-licence-and-categories,2
change driving licence,/driving-licence-fees,1
change driving licence,/exchange-paper-driving-licence,1
company formation,/limited-company-formation,3
company formation,/set-up-limited-company,2
company formation,/government/publications/formation-and-company-secretarial-agents,2
company formation,/guidance/director-information-hub-getting-a-limited-company-started,1
dbs share code,/guidance/track-a-dbs-application,3
dbs share code,/guidance/basic-dbs-checks-guidance,2
dbs share code,/guidance/dbs-check-requests-guidance-for-employers,2
dbs share code,/dbs-check-applicant-criminal-record,2
dbs share code,/prove-right-to-work,2
dbs share code,/view-prove-immigration-status,2
dbs share code,/check-immigration-status,2
dbs share code,/dbs-update-service,2
dbs share code,/government/collections/dbs-checking-service-guidance--2,2
dbs share code,/guidance/dbs-online-account-guidance,1
dbs share code,/view-right-to-work,1
dbt,/government/organisations/department-for-business-and-trade,3
dbt,/government/collections/dbt-ministerial-gifts-hospitality-overseas-travel-and-meetings,1
deed of variation,/alter-a-will-after-a-death,3
deed of variation,/government/publications/standard-form-of-deed-of-variationprioritypostponement-of-a-charge-approval-add,2
deed of variation,/government/calls-for-evidence/review-of-deeds-of-variation-for-tax-purposes-call-for-evidence/review-looking-at-the-use-of-deeds-of-variation-dov-for-tax-purposes,2
deed of variation,/hmrc-internal-manuals/trusts-settlements-and-estates-manual/tsem1815,2
deed of variation,/government/publications/amending-deeds-that-effect-dispositions-of-registered-land/practice-guide-68-amending-deeds-that-effect-dispositions-of-registered-land,2
deed of variation,/hmrc-internal-manuals/capital-gains-manual/cg31410,2
deed of variation,/government/publications/registration-of-legal-charges-and-deeds-of-variation-of-charge/practice-guide-29-registration-of-legal-charges-and-deeds-of-variation-of-charge,2
deed of variation,/hmrc-internal-manuals/inheritance-tax-manual/ihtm35011,2
deed of variation,/hmrc-internal-manuals/capital-gains-manual/cg31600,1
deed of variation,/government/publications/inheritance-tax-instrument-of-variation-checklist-iov2,1
deferment statement,/guidance/get-copies-of-your-duty-deferment-statements,3
deferment statement,/government/publications/duty-deferment-electronic-statements-service-availability-and-issues,1
deferment statement,/guidance/how-to-use-your-duty-deferment-account,1
download app,/guidance/using-the-govuk-id-check-app,3
download app,/guidance/download-the-hmrc-app,2
download app,/guidance/linking-the-govuk-id-check-app-to-govuk,2
download app,/guidance/using-the-uk-immigration-id-check-app,2
driving theory test booking,/book-theory-test,3
driving theory test booking,/theory-test,2
driving theory test booking,/check-theory-test,1
funeral grant,/funeral-payments,3
funeral grant,/government/publications/funeral-payment-claim-form,2
funeral grant,/browse/benefits/bereavement,2
funeral grant,/bereavement-support-payment,1
house,/government/organisations/companies-house,3
house,/buying-a-home,2
house,/search-house-prices,2
house,/check-house-price-trends,2
house,/rent-room-in-your-home,2
house,/guidance/your-personal-information-on-the-public-record-at-companies-house,2
house,/guidance/search-the-companies-house-register,1
house,/government/organisations/office-of-the-leader-of-the-house-of-lords,1
lost provisional license,/apply-online-to-replace-a-driving-licence,3
lost provisional license,/apply-first-provisional-driving-licence,2
lost provisional license,/replace-driver-cpc-card,2
panama,/foreign-travel-advice/panama,3
panama,/guidance/living-in-panama,1
panama,/government/publications/overseas-business-risk-panama,1
panama,/government/publications/panama-information-for-victims-of-rape-and-sexual-assault,1
pension top up,/voluntary-national-insurance-contributions,3
pension top up,/additional-state-pension,3
pension top up,/government/news/10000-boost-state-pension-with-online-payments,2
pension top up,/plan-retirement-income,2
pension top up,/government/publications/state-pension-top-up-class-3a-voluntary-national-insurance-contributions,2
pension top up,/pension-credit,2
pension top up,/new-state-pension,1
pension top up,/state-pension-through-partner,1
pension top up,/state-pension,1
points on licence,/penalty-points-endorsements,3
points on licence,/view-driving-licence,2
points on licence,/speeding-penalties,2
points on licence,/check-driving-information,2
points on licence,/browse/driving/penalty-points-fines-bans,1
pre-settled,/settled-status-eu-citizens-families,3
pre-settled,/view-prove-immigration-status,3
pre-settled,/government/collections/eu-settlement-scheme-applicant-information,2
pre-settled,/eusettledstatus,2
pre-settled,/guidance/settled-status-for-eu-citizens-and-their-families-translations,1
pre-settled,/family-permit,1
pre-settled,/guidance/eu-settlement-scheme-evidence-of-uk-residence,1
pss2,/government/publications/support-your-child-or-partners-student-finance-application-2024-to-2025,3
register limited company,/limited-company-formation,3
register limited company,/set-up-limited-company,2
self assessment account,/log-in-register-hmrc-online-services,3
self assessment account,/self-assessment-tax-returns,2
self assessment account,/personal-tax-account,2
self assessment account,/log-in-file-self-assessment-tax-return,2
self assessment account,/register-for-self-assessment,1
vehicle log book,/vehicle-log-book,3
vehicle log book,/change-address-v5c,2
vehicle log book,/sold-bought-vehicle,2
vehicle log book,/responsibilities-selling-vehicle,2
vehicle log book,/government/publications/application-for-a-vehicle-registration-certificate,2
vehicle log book,/change-vehicle-details-registration-certificate,1
vehicle log book,/get-vehicle-information-from-dvla,1
vehicle log book,/change-name-v5c,1
working together to safeguard children,/government/publications/working-together-to-safeguard-children--2,3
adrp,/government/publications/universal-credit-landlord-request-for-a-managed-payment-or-rent-arrears-deduction,3
apprent,/apply-apprenticeship,3
apprent,/employing-an-apprentice,2
apprent,/guidance/get-help-taking-on-an-apprentice,1
apprent,/sign-in-apprenticeship-service-account,1
bn11,/countryside-stewardship-grants/planting-new-hedges-bn11,3
book driving practical test,/book-driving-test,3
book driving practical test,/driving-test,2
book driving practical test,/check-driving-test,1
book driving practical test,/change-driving-test,1
call hmrc,/contact-hmrc,3
call hmrc,/get-help-hmrc-extra-support,2
call hmrc,/tell-hmrc-change-of-details,2
call hmrc,/government/organisations/hm-revenue-customs/contact/income-tax-enquiries-for-individuals-pensioners-and-employees,1
change driving license,/change-address-driving-licence,3
change driving license,/renew-driving-licence,2
change driving license,/change-name-driving-licence,2
change driving license,/guidance/driving-in-the-eu-uk-licence-holders-living-in-the-eu,2
change driving license,/driving-licence-fees,2
change driving license,/exchange-paper-driving-licence,1
change driving license,/change-address-v5c,1
change driving license,/guidance/changes-to-the-driving-licence-and-categories,1
change practical driving test,/change-driving-test,3
civil national business centre,/respond-to-court-claim-for-money,3
civil national business centre,/government/collections/civil-national-business-centre-forms,3
civil national business centre,/government/publications/hmcts-civil-business-centres-performance-information,2
civil national business centre,/guidance/make-multiple-claims-using-the-civil-national-business-centre,2
civil national business centre,/make-court-claim-for-money,2
dependant visa application,/uk-family-visa,3
dependant visa application,/skilled-worker-visa,2
dependant visa application,/graduate-visa,2
dependant visa application,/student-visa,1
dependant visa application,/ancestry-visa/your-partner-and-children,1
english language,/guidance/prove-your-english-language-abilities-with-a-secure-english-language-test-selt,3
english language,/english-language,2
