query,link,score,select_item_event
rent,/government/publications/how-to-rent,2,67
scabies,/government/publications/scabies-management-advice-for-health-professionals,2,67
property income,/government/publications/self-assessment-uk-property-sa105,2,67
set(m),/government/publications/application-to-settle-in-the-uk-form-setm,2,67
visa fee,/government/publications/visa-regulations-revised-table,2,67
ds2,/government/publications/cancel-entries-relating-to-a-charge-registration-ds2,2,66
limited capability to work,/government/publications/universal-credit-changes-to-limited-capability-for-work-payments,2,66
ucd5,/government/publications/universal-credit-and-self-employment-quick-guide,2,66
register power of attorney,/government/publications/register-a-lasting-power-of-attorney,2,66
physics teacher,/government/publications/international-relocation-payments,2,66
soc code,/government/publications/skilled-worker-visa-shortage-occupations,2,66
register lpa,/government/publications/register-a-lasting-power-of-attorney,2,66
public fund,/government/publications/public-funds--2,2,66
overseas check,/government/publications/criminal-records-checks-for-overseas-applicants,2,65
school attendance,/government/publications/working-together-to-improve-school-attendance,2,65
esa permitted work,/government/publications/employment-and-support-allowance-permitted-work-form,2,65
hs253,/government/publications/furnished-holiday-lettings-hs253-self-assessment-helpsheet,2,65
rp07 form,/government/publications/apply-to-change-a-companys-disputed-registered-office-address-rp07,2,65
partnership,/government/publications/self-assessment-partnership-tax-return-sa800,2,65
early years inspection handbook,/government/publications/early-years-inspection-handbook-eif,2,64
late filing,/government/publications/late-filing-penalties,2,64
early years funding,/government/publications/early-years-funding-2023-to-2024,2,64
simple assessment,/government/publications/issue-briefing-simple-assessment-ending-the-tax-return,2,64
partnership return,/government/publications/self-assessment-partnership-tax-return-sa800,2,64
restart,/government/publications/restart-scheme,2,64
legalisation,/government/publications/legalisation-next-day-service-providers,2,63
minimum wage 2023,/government/publications/the-national-minimum-wage-in-2023,2,63
permitted development,/government/publications/permitted-development-rights-for-householders-technical-guidance,2,63
home responsibility protection,/government/publications/home-responsibilities-protection-and-state-pension-entitlement,2,63
discretionary housing,/government/publications/claiming-discretionary-housing-payments,2,63
driving test,/government/publications/car-show-me-tell-me-vehicle-safety-questions,2,63
view and prove your immigration status,/government/publications/view-and-prove-your-immigration-status-evisa,2,63
debt respite scheme,/government/publications/debt-respite-scheme-breathing-space-guidance,2,62
science and technology,/government/publications/gos-impact-of-false-positives-and-negatives-3-june-2020,2,62
find my ctf,/government/publications/child-trust-fund-guidance-notes-for-providers,2,62
[postcode],/government/publications/access-to-work-staff-guide,2,62
sa100,/government/publications/self-assessment-employment-sa102,2,62
700/22,/government/publications/vat-notice-70022-making-tax-digital-for-vat,2,62
form tr1,/government/publications/registered-titles-whole-transfer-tr1,2,61
salary sacrifice,/government/publications/income-tax-limitation-of-salary-sacrifice,2,61
uifsm,/government/publications/universal-infant-free-school-meals-uifsm-2023-to-2024,2,61
police clearance certificate,/government/publications/criminal-records-checks-for-overseas-applicants,2,61
pension rates,/government/publications/benefit-and-pension-rates-2023-to-2024,2,61
tax rebate,/government/publications/the-council-tax-rebate-2022-23-billing-authority-guidance,2,61
discretionary payment,/government/publications/claiming-discretionary-housing-payments,2,60
ncc1,/government/publications/support-for-a-child-conceived-without-your-consent,2,60
t levels,/government/publications/introduction-of-t-levels,2,60
customs procedure code,/government/publications/uk-trade-tariff-customs-procedure-codes,2,60
shortage occupation,/government/publications/review-of-the-shortage-occupation-list-2023,2,60
autumn statement 2023,/government/publications/autumn-statement-2023,2,60
attachment of earnings,/government/publications/direct-earnings-attachments-an-employers-guide,2,60
ctf,/government/publications/maturing-child-trust-funds,2,60
child trust fund,/government/publications/child-trust-fund-guidance-notes-for-providers,2,60
school uniform,/government/publications/school-uniform,2,60
limited capability,/government/publications/universal-credit-changes-to-limited-capability-for-work-payments,2,60
community ownership fund,/government/publications/community-ownership-fund-prospectus,2,59
ecb05,/government/publications/where-to-apply-ecb05,2,59
animal licensing,/government/publications/animal-activities-licensing-guidance-for-local-authorities,2,59
lp12,/government/publications/make-a-lasting-power-of-attorney,2,59
os in01,/government/publications/register-a-uk-establishment-of-an-overseas-company-os-in01,2,59
tenant satisfaction measures,/government/publications/tenant-satisfaction-measures-standard,2,59
eur1,/government/publications/eur1-and-eur-med-movement-certificate,2,59
bully,/government/publications/official-definition-of-an-xl-bully-dog,2,59
register a company,/government/publications/register-a-private-or-public-company-in01,2,59
skilled workers,/government/publications/skilled-worker-visa-eligible-occupations,2,58
discretionary housing payments,/government/publications/claiming-discretionary-housing-payments,2,58
pip appeal,/government/publications/personal-independence-payment-fact-sheets,2,58
pg1,/government/publications/first-registrations,2,58
criminal check,/government/publications/criminal-records-checks-for-overseas-applicants,2,58
flr,/government/publications/apply-to-extend-stay-in-the-uk-as-a-partner-or-dependent-child-form-flrm,2,58
mn1 guidance,/government/publications/form-mn1-guidance,2,58
cos status,/government/publications/creating-and-assigning-a-cos-sms-guide-8,2,58
lpa form,/government/publications/make-a-lasting-power-of-attorney,2,57
shortage occupation list,/government/publications/review-of-the-shortage-occupation-list-2020,2,57
national minimum wage 2024,/government/publications/the-national-minimum-wage-in-2023,2,57
find my national insurance number,/government/publications/find-my-national-insurance-number-nino-service,2,57
internship,/government/publications/employers-could-you-offer-work-experience,2,57
right to rent check,/government/publications/right-to-rent-document-checks-a-user-guide,2,57
passport fee,/government/publications/passport-fees,2,57
adverse possession,/government/publications/adverse-possession-of-registered-land,2,57
bona vacantia,/government/publications/bona-vacantia-dissolved-companies-bvc1,2,57
apply for probate,/government/publications/myhmcts-how-to-apply-for-probate-online,2,57
hs275,/government/publications/entrepreneurs-relief-hs275-self-assessment-helpsheet,2,57
form ds01,/government/publications/strike-off-a-company-from-the-register-ds01,2,56
universal credit work allowance,/government/publications/universal-credit-work-allowances,2,56
hs252,/government/publications/capital-allowances-and-balancing-charges-hs252-self-assessment-helpsheet,2,56
late filing penalties,/government/publications/late-filing-penalties,2,56
dbs form,/government/publications/dbs-application-forms-guide-for-applicants,2,56
pg8,/government/publications/execution-of-deeds,2,56
shortage occupations,/government/publications/skilled-worker-visa-shortage-occupations,2,56
taxable income,/government/publications/other-taxable-income-hs325-self-assessment-helpsheet,2,55
fire regulations,/government/publications/fire-safety-england-regulations-2022,2,55
care act,/government/publications/care-act-statutory-guidance,2,55
flu vaccine,/government/publications/flu-vaccines-for-the-current-season,2,55
care worker,/government/publications/skilled-worker-visa-shortage-occupations,2,55
global business mobility,/government/publications/sponsor-a-global-business-mobility-worker,2,55
rent a room scheme,/government/publications/rent-a-room-for-traders-hs223-self-assessment-helpsheet,2,55
income record viewer,/government/publications/income-record-viewer-for-agents-service-availability-and-issues,2,55
shortage occupational list,/government/publications/review-of-the-shortage-occupation-list-2023,2,55
practice guide 67,/government/publications/evidence-of-identity-conveyancers,2,54
sa104,/government/publications/self-assessment-partnership-short-sa104s,2,54
vignette,/government/publications/examples-of-uk-visa-vignettes,2,54
pshe,/government/publications/personal-social-health-and-economic-education-pshe,2,54
esa,/government/publications/employment-and-support-allowance-permitted-work-form,2,54
holiday entitlement,/government/publications/calculating-holiday-entitlement-for-workers,2,53
maternity benefits,/government/publications/maternity-benefits-technical-guidance,2,53
bik,/government/publications/income-tax-exemption-for-trivial-benefits-in-kind,2,53
permitted work form,/government/publications/employment-and-support-allowance-permitted-work-form,2,53
